project,file,time1,time2,time3,time4,time5,mem1,mem2,mem3,mem4,mem5,time-ave,mem-ave
numpy,numpy/numpy/core/src/multiarray/alloc.c,0.253,0.288,0.286,0.260,0.242,233264,233264,233264,233264,233264,0.266,480296
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/npysort/radixsort.c,0.294,0.490,0.296,0.498,0.489,94412,94412,94412,94412,94412,0.413,327676
numpy,numpy/numpy/core/src/umath/ufunc_object.c,43.551,38.824,48.633,39.033,45.040,677920,678944,678048,678044,678944,43.016,772792
numpy,numpy/numpy/core/src/umath/extobj.c,1.576,1.110,1.205,1.287,1.583,234356,234356,234356,234356,234356,1.352,912736
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/umath/_operand_flag_tests.c,0.305,0.299,0.312,0.269,0.288,234304,234304,234304,234304,234304,0.295,468660
numpy,numpy/numpy/core/src/umath/ufunc_type_resolution.c,21.810,27.957,25.583,28.753,19.881,366704,366704,366732,366708,366716,24.797,601016.8
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/umath/_umath_tests.dispatch.sse41.c,0.239,0.169,0.177,0.213,0.231,91568,91568,91568,91568,91568,0.206,458280.8
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/_simd/_simd.dispatch.fma3.avx2.c,0.947,0.849,0.658,0.590,0.909,111028,111028,111028,111024,111028,0.791,202595.2
numpy,numpy/numpy/random/mtrand.c,66.648,61.867,59.762,58.865,64.652,313560,312516,313608,313020,312524,62.359,424072.8
numpy,numpy/numpy/random/_sfc64.c,18.078,22.676,15.583,19.641,17.563,253564,253560,253300,253528,253596,18.708,566555.2
numpy,numpy/numpy/random/src/distributions/random_mvhg_marginals.c,3.013,3.108,2.940,3.109,2.608,167172,167172,167172,167172,167172,2.956,420681.6
numpy,numpy/numpy/core/src/multiarray/iterators.c,30.154,32.895,39.133,31.549,30.976,698392,698396,698916,698124,698400,32.941,865617.6
numpy,numpy/numpy/random/_philox.c,24.129,23.253,17.672,25.374,16.403,259192,258924,259436,259440,259444,21.366,957732.8
numpy,numpy/numpy/linalg/lapack_lite/python_xerbla.c,0.201,0.207,0.151,0.150,0.202,91276,91276,91276,91276,91276,0.182,350563.2
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/npysort/quicksort.c,79.484,77.742,84.239,75.026,81.026,174320,174104,173860,173860,174104,79.503,265325.6
numpy,numpy/numpy/core/src/multiarray/convert.c,27.687,28.783,29.354,26.022,36.700,630252,630256,629896,631420,630260,29.709,804466.4
numpy,numpy/numpy/core/src/multiarray/array_assign_array.c,8.278,9.956,10.417,7.786,7.784,521088,521104,521100,521084,521084,8.844,1151508.8
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/umath/loops_arithm_fp.dispatch.avx512f.c,0.600,0.836,0.639,0.614,0.845,110760,110760,110760,110760,110760,0.707,631852
numpy,numpy/numpy/core/src/multiarray/usertypes.c,10.575,9.883,10.380,15.389,15.353,382556,382556,382560,382580,382576,12.316,493325.6
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/_simd/_simd.dispatch.avx512_skx.c,0.735,0.783,0.569,0.811,0.786,111428,111432,111428,111436,111432,0.737,493996.8
numpy,numpy/numpy/core/src/multiarray/array_coercion.c,9.845,12.170,9.285,13.981,9.561,425184,425448,425444,425192,425184,10.968,536721.6
numpy,numpy/numpy/distutils/checks/cpu_ssse3.c,0.077,0.070,0.078,0.072,0.072,84880,84880,84880,84880,84880,0.074,510170.4
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/npysort/mergesort.c,287.911,289.235,285.794,291.932,297.578,307520,323168,307520,322044,322716,290.490,401473.6
numpy,numpy/numpy/random/_common.c,69.650,75.134,75.727,73.817,79.149,301292,300780,301296,300780,301296,74.695,617682.4
numpy,numpy/numpy/distutils/checks/extra_avx512f_reduce.c,0.423,0.453,0.278,0.459,0.473,97420,97420,97420,97420,97416,0.417,398508
numpy,numpy/numpy/distutils/checks/cpu_fma3.c,0.428,0.407,0.448,0.399,0.350,97000,97000,97000,97000,97000,0.406,194419.2
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/npysort/timsort.c,105.292,99.357,107.389,101.806,113.290,307156,307152,307160,307152,307152,105.427,404154.4
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/umath/_rational_tests.c,13.389,10.265,10.775,12.228,11.958,250724,250596,250724,251236,250596,11.723,557929.6
numpy,numpy/build/src.linux-x86_64-3.8/numpy/core/src/_simd/_simd.dispatch.avx512f.c,1.009,0.904,0.564,0.896,0.944,111624,111624,111628,111628,111624,0.863,362400.8
numpy,numpy/numpy/linalg/lapack_litemodule.c,1.360,1.483,1.388,1.445,1.117,231856,231856,231856,231856,231856,1.359,343481.6
scipy,scipy/scipy/optimize/_highs/src/io/HMpsFF.cpp,5.700,6.054,4.588,4.709,5.562,252396,252404,252540,252568,252524,5.323,252486.4
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/lu_singletons.c,2.606,2.495,2.462,2.671,2.307,125360,125408,125408,125360,125408,2.508,377875.2
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/lu_matrix_norm.c,0.123,0.155,0.126,0.125,0.122,88260,88260,88260,88260,88260,0.130,213648.8
scipy,scipy/scipy/optimize/_trlib/trlib_leftmost.c,2.416,2.905,2.376,1.728,2.366,145044,145044,145040,145044,145040,2.358,233302.4
scipy,scipy/build/src.linux-x86_64-3.8/build/src.linux-x86_64-3.8/build/src.linux-x86_64-3.8/scipy/linalg/fortranobject.c,5.457,6.674,6.014,5.824,5.941,240656,240496,240496,240212,238792,5.982,385172.8
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dpruneL.c,2.297,2.808,2.243,1.386,2.308,130024,130024,130024,130024,130024,2.208,370154.4
scipy,scipy/scipy/special/cephes/btdtr.c,1.788,2.195,2.036,1.751,1.815,170152,170152,170152,170152,170152,1.917,300176
scipy,scipy/scipy/special/cephes/hyperg.c,1.726,2.171,1.809,2.010,1.779,157208,157208,157208,157208,157208,1.899,327360
scipy,scipy/scipy/interpolate/_bspl.c,98.682,130.116,95.280,123.817,102.043,301184,300740,301184,307328,301252,109.988,459545.6
scipy,scipy/scipy/_lib/_uarray/vectorcall.cxx,0.195,0.339,0.324,0.332,0.321,233896,233896,233896,233896,233896,0.302,536233.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_zpanel_dfs.c,2.117,3.356,2.530,3.229,2.762,147840,147840,147840,147840,147840,2.799,381736
scipy,scipy/scipy/special/Faddeeva.cc,1.172,1.177,1.022,0.783,1.160,118824,118832,118824,118824,118856,1.063,266672
scipy,scipy/scipy/special/cephes/gamma.c,0.494,0.295,0.494,0.489,0.447,113904,113904,113904,113904,113904,0.444,232736
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dutil.c,5.001,5.884,3.128,4.762,5.070,248868,248876,248876,248868,248876,4.769,362776.8
scipy,scipy/scipy/interpolate/interpnd.c,119.564,138.031,106.398,132.072,105.239,313736,313744,319612,313536,313728,120.261,563744
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dsnode_bmod.c,0.353,0.365,0.285,0.399,0.362,241716,241716,241716,241716,241716,0.353,556587.2
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_dcolumn_dfs.c,3.573,4.152,3.836,3.905,3.382,252028,252028,252028,252028,252028,3.770,493744
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_scolumn_dfs.c,3.805,4.342,3.471,2.656,2.656,252028,252028,252028,252028,252028,3.386,504056
scipy,scipy/scipy/special/cephes/jv.c,2.162,3.323,3.326,3.292,3.285,210108,210108,210108,210108,210108,3.078,462136
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dcolumn_dfs.c,3.866,4.326,3.449,3.867,3.964,252036,252036,252036,252036,252036,3.894,462144
scipy,scipy/build/src.linux-x86_64-3.8/scipy/integrate/_test_odeint_bandedmodule.c,1.726,1.376,1.598,1.405,1.465,234332,234332,234332,234332,234332,1.514,486368
scipy,scipy/scipy/linalg/cython_lapack.c,17.728,23.406,21.021,18.479,22.754,352596,352676,352652,353672,352656,20.678,587182.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zsnode_bmod.c,0.362,0.404,0.366,0.361,0.240,241740,241740,241740,241740,241740,0.347,594590.4
scipy,scipy/build/src.linux-x86_64-3.8/build/src.linux-x86_64-3.8/scipy/linalg/fortranobject.c,3.975,7.226,3.835,4.452,6.595,240456,240420,240172,238792,238792,5.217,481466.4
scipy,scipy/scipy/special/cephes/tukey.c,0.208,0.244,0.191,0.230,0.204,93804,93804,93804,93804,93804,0.215,333530.4
scipy,scipy/scipy/optimize/_highs/src/util/HighsSort.cpp,7.765,7.927,5.134,5.655,4.813,143928,143932,143928,143992,143928,6.259,237745.6
scipy,scipy/scipy/special/cephes/shichi.c,0.411,0.815,0.392,0.413,0.395,111936,111936,111936,111936,111936,0.485,255877.6
scipy,scipy/scipy/special/specfun_wrappers.c,0.811,0.813,0.820,0.812,0.805,119996,120060,119996,119992,119868,0.812,231918.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dsnode_dfs.c,3.423,2.774,3.269,3.962,3.695,250280,250284,250284,250284,250284,3.425,370265.6
scipy,scipy/scipy/linalg/cython_blas.c,81.935,93.319,73.521,78.467,70.360,281384,281204,281344,281480,281336,79.520,531632.8
scipy,scipy/scipy/special/_test_round.c,60.871,70.571,61.678,58.035,65.267,270984,271016,270488,270508,270492,63.284,552047.2
scipy,scipy/scipy/special/cephes/i1.c,0.344,0.448,0.364,0.318,0.344,110776,110776,110776,110776,110776,0.364,381473.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dgstrs.c,0.350,0.645,0.595,0.348,0.604,245912,245912,245912,245912,245912,0.508,356688
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zgstrs.c,0.592,0.610,0.353,0.587,0.533,246184,246180,246180,246184,246180,0.535,492093.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_zcopy_to_ucol.c,3.736,4.217,3.808,3.199,3.474,261364,260588,261360,260464,260588,3.687,507054.4
scipy,scipy/scipy/stats/_hypotests_pythran.cpp,20.983,23.240,18.212,21.258,22.315,357364,357360,357360,357364,356844,21.202,618131.2
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dgssv.c,1.122,1.328,0.931,1.215,1.225,247208,247208,247208,247208,247208,1.164,604466.4
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/basiclu_solve_dense.c,2.969,5.030,4.662,4.252,4.766,143520,143520,143520,143520,143520,4.336,390728
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/sgsequ.c,0.662,0.543,0.666,0.849,0.677,106708,106708,106708,106708,106708,0.679,250228
scipy,scipy/scipy/special/cephes/zeta.c,0.368,0.548,0.365,0.378,0.381,110592,110592,110592,110592,110592,0.408,217300
scipy,scipy/scipy/spatial/qhull_src/src/poly_r.c,23.409,24.511,24.864,25.638,25.068,388972,388976,388972,388972,388976,24.698,499565.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zldperm.c,0.334,0.844,0.560,0.460,0.329,241560,241560,241560,241560,241560,0.505,630533.6
scipy,scipy/scipy/signal/splinemodule.c,7.833,9.692,8.270,5.543,7.596,285784,285748,286060,285516,285784,7.787,527338.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_ddrop_row.c,1.961,3.036,2.638,2.817,2.497,144336,144336,144336,144336,144336,2.590,430114.4
scipy,scipy/scipy/spatial/qhull_src/src/usermem_r.c,0.185,0.172,0.184,0.290,0.180,94936,94936,94936,94936,94936,0.202,239272
scipy,scipy/scipy/special/cephes/gammasgn.c,0.112,0.346,0.206,0.316,0.195,93936,93936,93936,93936,93936,0.235,188872
scipy,scipy/scipy/cluster/_hierarchy.c,150.514,168.788,123.151,182.158,138.311,400364,400416,400428,399852,400428,152.584,494233.6
scipy,scipy/scipy/optimize/_highs/src/ipm/ipx/src/ipm.cc,14.842,17.053,14.709,13.407,14.876,607728,607728,607228,607740,607736,14.977,1007929.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ssnode_bmod.c,0.247,0.403,0.359,0.355,0.315,241716,241716,241716,241716,241716,0.336,849348
scipy,scipy/scipy/_lib/src/_test_ccallback.c,0.444,1.115,0.506,0.506,0.498,230984,230984,230984,230984,230984,0.614,472700
scipy,scipy/scipy/stats/_sobol.c,58.440,93.014,64.483,76.909,81.077,278972,279340,278788,278832,279476,74.785,510065.6
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/lu_dfs.c,0.440,0.648,0.634,0.629,0.579,96704,96704,96704,96704,96704,0.586,375785.6
scipy,scipy/scipy/special/cephes/erfinv.c,0.351,0.556,0.561,0.319,0.597,120960,120960,120960,120960,120960,0.477,217664
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/sutil.c,5.034,6.057,4.415,5.645,3.337,248880,248880,248880,248880,248880,4.898,369840
scipy,scipy/scipy/optimize/_highs/src/ipm/ipx/src/sparse_matrix.cc,8.469,9.832,7.491,6.430,8.341,331728,331744,331724,331480,331484,8.113,580512
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zreadhb.c,2.892,3.170,2.870,1.742,2.579,241824,241824,241824,241824,241824,2.651,573456
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_dpanel_dfs.c,2.980,2.810,2.750,3.390,3.094,139980,139980,139980,139980,139980,3.005,381804
scipy,scipy/scipy/interpolate/_ppoly.c,103.248,126.793,105.572,120.947,102.779,294344,309216,293836,293852,293832,111.868,436996
scipy,scipy/scipy/optimize/_highs/src/io/HMPSIO.cpp,11.733,14.363,13.699,10.725,11.418,323016,323016,323024,323024,323024,12.388,620036.8
scipy,scipy/scipy/optimize/_highs/src/lp_data/HighsModelUtils.cpp,2.490,2.617,2.690,2.652,2.673,199372,199368,199376,199524,199536,2.624,522456
scipy,scipy/scipy/_lib/_uarray/_uarray_dispatch.cxx,22.374,33.021,27.757,24.872,29.956,404392,404316,404208,404412,404376,27.596,603776
scipy,scipy/scipy/sparse/csgraph/_min_spanning_tree.c,57.871,83.153,60.416,67.872,74.598,326260,326288,322924,326224,323388,68.782,729357.6
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/lu_update.c,2.758,4.014,3.417,3.691,3.545,158848,158844,158848,158844,158844,3.485,483862.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zreadtriple.c,0.477,0.763,0.456,0.513,0.472,245516,245516,245516,245516,245516,0.536,404361.6
scipy,scipy/scipy/special/cephes/ellik.c,2.408,2.302,2.579,2.474,2.561,158804,158804,158804,158804,158804,2.465,404320
scipy,scipy/scipy/ndimage/src/ni_measure.c,5.630,5.172,3.983,4.769,4.604,271692,271524,271688,271524,271704,4.832,430430.4
scipy,scipy/scipy/signal/S_bspline_util.c,3.958,4.473,4.181,4.570,4.431,243884,243884,243884,243884,243884,4.323,515510.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/clacon2.c,0.630,0.638,0.632,0.650,0.615,111280,111280,111280,111280,111280,0.633,355164
scipy,scipy/build/src.linux-x86_64-3.8/scipy/optimize/slsqp/_slsqpmodule.c,4.529,6.897,5.497,4.067,5.847,249192,248676,249192,249188,248680,5.367,360265.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zgssvx.c,6.832,13.489,10.051,10.936,10.948,371520,371524,371520,371520,371524,10.451,620507.2
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/dgstrf.c,0.502,0.591,0.558,0.534,0.584,248304,248304,248304,248304,248304,0.554,619825.6
scipy,scipy/scipy/special/cephes/j0.c,0.356,0.448,0.342,0.493,0.373,110904,110904,110904,110904,110904,0.402,359208
scipy,scipy/scipy/cluster/_optimal_leaf_ordering.c,67.458,112.085,81.272,103.263,77.812,298012,298048,300148,297492,300344,88.378,409712.8
scipy,scipy/scipy/signal/D_bspline_util.c,3.459,6.015,4.302,4.327,4.936,244308,244308,244308,244308,244308,4.608,543116.8
scipy,scipy/build/src.linux-x86_64-3.8/scipy/linalg/_interpolativemodule.c,22.206,26.935,18.992,21.415,16.806,255048,255048,255048,255560,255048,21.271,499458.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/sgsrfs.c,5.853,8.745,6.182,7.243,7.070,299224,299164,299584,299088,300552,7.019,554672.8
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/sgstrs.c,0.480,0.954,0.577,0.637,0.575,245912,245908,245908,245912,245908,0.645,545432
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/spanel_dfs.c,2.969,3.951,2.722,2.974,2.283,143052,143052,143052,143052,143052,2.980,388961.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ssp_blas3.c,2.837,3.219,2.950,2.882,1.795,137988,137988,137988,137988,137988,2.737,281040
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/creadhb.c,2.635,3.233,2.646,2.623,2.626,241824,241824,241824,241824,241824,2.753,379812
scipy,scipy/scipy/_lib/_test_deprecation_call.c,2.596,4.339,3.433,3.416,3.660,244916,244920,244920,244916,244916,3.489,486741.6
scipy,scipy/scipy/stats/biasedurn/stoc1.cpp,3.257,3.793,3.403,3.358,3.335,168984,169000,168984,168988,168992,3.429,413907.2
scipy,scipy/scipy/special/wright.cc,1.242,1.602,1.265,1.453,1.150,132040,131972,131972,131972,132040,1.342,300988.8
scipy,scipy/scipy/io/matlab/streams.c,40.129,51.870,36.142,41.494,47.167,255628,255628,255884,255628,255884,43.360,387729.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_zsnode_dfs.c,2.967,3.664,3.910,3.882,3.398,249832,249832,249832,249832,249832,3.564,505562.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zpanel_dfs.c,2.084,3.275,1.934,2.903,3.099,144452,144452,144452,144452,144452,2.659,394284
scipy,scipy/scipy/special/cephes/psi.c,0.374,0.383,0.368,0.534,0.367,111016,111016,111016,111016,111016,0.405,255468
scipy,scipy/build/src.linux-x86_64-3.8/build/src.linux-x86_64-3.8/scipy/special/fortranobject.c,4.665,6.374,6.184,5.172,6.255,240432,240460,240168,240460,240144,5.730,351348.8
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/memory.c,0.446,0.496,0.476,0.479,0.474,241564,241564,241564,241564,241564,0.474,481896.8
scipy,scipy/scipy/optimize/_highs/external/filereaderlp/reader.cpp,4.445,5.490,5.031,4.743,3.646,275376,275352,275352,275368,275348,4.671,516923.2
scipy,scipy/scipy/optimize/_highs/src/ipm/ipx/src/linear_operator.cc,0.401,0.345,0.346,0.350,0.377,98348,98344,98344,98348,98344,0.364,373704.8
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/relax_snode.c,1.063,1.119,1.121,0.766,1.100,116084,116084,116084,116084,116084,1.034,214429.6
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/scolumn_bmod.c,3.661,4.210,3.688,2.547,3.032,250480,250480,250480,250480,250480,3.428,366564
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/cgstrs.c,0.589,0.650,0.617,0.603,0.601,246196,246200,246200,246200,246196,0.612,496678.4
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/lu_solve_sparse.c,2.998,3.852,3.689,3.465,3.837,163868,164120,164120,163868,163868,3.568,410167.2
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zgsequ.c,0.843,1.261,0.848,0.913,0.802,113032,113032,113032,113032,113032,0.933,277000.8
scipy,scipy/scipy/spatial/qhull.c,200.187,218.275,214.429,225.904,202.416,705868,693704,700928,696848,702092,212.242,812920
scipy,scipy/scipy/ndimage/src/ni_fourier.c,6.969,8.071,7.049,7.006,6.649,306088,305628,305624,305280,306088,7.149,1005629.6
scipy,scipy/scipy/special/_ellip_harm_2.c,22.441,25.776,20.015,20.803,21.604,296932,301828,297196,302340,303620,22.128,606124.8
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/lu_solve_symbolic.c,3.152,3.772,3.304,2.189,3.068,144684,144684,144684,144684,144684,3.097,445067.2
scipy,scipy/scipy/optimize/_highs/src/ipm/ipx/src/conjugate_residuals.cc,10.818,11.231,10.947,10.165,10.457,289616,290128,290124,289620,290132,10.724,434608
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/sgstrf.c,0.495,0.848,0.558,0.358,0.559,248312,248312,248312,248312,248312,0.564,538236
scipy,scipy/scipy/special/cephes/exp10.c,0.378,0.506,0.216,0.209,0.377,110576,110576,110576,110576,110576,0.337,358888
scipy,scipy/scipy/optimize/_trlib/trlib_quadratic_zero.c,0.174,0.259,0.184,0.163,0.109,93664,93664,93668,93664,93664,0.178,204240.8
scipy,scipy/build/src.linux-x86_64-3.8/scipy/stats/mvnmodule.c,1.874,2.490,2.014,1.957,2.031,234328,234328,234328,234328,234328,2.073,327992.8
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/csnode_bmod.c,0.367,0.361,0.363,0.421,0.368,241744,241744,241744,241744,241744,0.376,476072
scipy,scipy/scipy/optimize/_highs/src/util/stringutil.cpp,0.361,0.392,0.381,0.379,0.378,97020,97024,97020,97024,97028,0.378,338767.2
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/ilu_ccolumn_dfs.c,3.803,4.660,3.127,4.506,3.317,252092,252092,252092,252092,252092,3.883,349115.2
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/creadtriple.c,0.453,0.505,0.472,0.838,0.471,245524,245524,245524,245524,245524,0.548,497616
scipy,scipy/scipy/optimize/_highs/src/ipm/basiclu/src/lu_pivot.c,2.654,3.827,3.835,3.540,2.315,156584,156584,156328,156328,156328,3.234,401954.4
scipy,scipy/scipy/sparse/linalg/dsolve/SuperLU/SRC/zmyblas2.c,0.199,0.219,0.196,0.210,0.200,92644,92644,92644,92644,92644,0.205,249074.4
scipy,scipy/build/src.linux-x86_64-3.8/build/src.linux-x86_64-3.8/scipy/interpolate/src/fortranobject.c,5.156,6.238,5.843,6.347,4.735,240392,240392,240428,240432,240204,5.664,333013.6
scipy,scipy/scipy/optimize/_highs/src/simplex/HFactorDebug.cpp,5.719,7.357,6.196,6.919,8.202,424884,424876,424620,424632,424880,6.879,665148
scipy,scipy/build/src.linux-x86_64-3.8/build/src.linux-x86_64-3.8/scipy/sparse/linalg/isolve/iterative/_iterativemodule.c,2.988,3.283,2.846,3.165,2.852,235312,235312,235312,235312,235312,3.027,660090.4
