project,file,time1,time2,time3,time4,time5,mem1,mem2,mem3,mem4,mem5,time-ave,mem-ave
tensorflow,external/llvm-project/llvm/lib/Analysis/MemDepPrinter.cpp,9.49,7.711,11.976,12.652,12.117,689368,689112,689624,689372,689884,10.789,1226127.2
tensorflow,tensorflow/lite/kernels/pad.cc,11.081,9.629,11.231,15.834,12.646,773944,773684,773952,773436,773692,12.084,1463213.6
tensorflow,tensorflow/compiler/xla/service/slice_sinker.cc,25.866,26.373,22.187,28.926,26.182,1193996,1193488,1193480,1192972,1193488,25.907,1967226.4
tensorflow,external/icu/icu4c/source/common/uhash.cpp,6.443,4.319,6.562,6.821,6.801,553160,553160,553156,553932,553152,6.189,1746796.8
tensorflow,tensorflow/core/framework/graph_to_functiondef.cc,33.46,29.381,34.81,30.156,27.34,1197968,1197976,1197972,1197976,1197964,31.029,1751283.2
tensorflow,tensorflow/core/kernels/unary_ops_composition.cc,146.26,130.911,133.203,106.854,100.565,1336236,1336856,1336204,1336268,1336188,123.559,2534321.6
tensorflow,external/llvm-project/llvm/lib/CodeGen/RegAllocPBQP.cpp,24.587,36.365,37.696,35.294,37.394,822464,822324,823428,822472,822376,34.267,2158963.2
tensorflow,external/llvm-project/llvm/lib/Target/AArch64/AArch64StorePairSuppress.cpp,10.037,6.362,7.395,8.998,10.008,693084,693092,693096,693092,693088,8.560,1515703.2
tensorflow,tensorflow/lite/tools/optimize/model_utils.cc,11.899,17.005,14.363,16.921,13.08,643464,643332,643724,643720,644356,14.654,1336809.6
tensorflow,tensorflow/lite/toco/graph_transformations/convert_squeeze_to_reshape.cc,12.403,10.606,12.441,12.552,11.764,707704,707696,707736,707692,707676,11.953,1351420
tensorflow,external/icu/icu4c/source/common/brkeng.cpp,3.096,3.117,1.952,3.081,2.923,456680,456676,456680,456680,456676,2.834,1164379.2
tensorflow,tensorflow/core/lib/hash/crc32c_accelerate.cc,0.927,1.01,0.694,0.919,0.868,294864,294864,294864,294864,294864,0.884,751542.4
tensorflow,external/llvm-project/llvm/lib/Object/Minidump.cpp,10.765,11.767,8.285,11.009,6.64,505628,505892,505896,505892,505892,9.693,800704
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/amx/jit_avx512_core_amx_copy_kern.cpp,21.376,25.517,22.307,25.871,16.504,415780,415264,415776,415780,415260,22.315,921412
tensorflow,tensorflow/compiler/mlir/tensorflow/transforms/tpu_cluster_cleanup_attributes.cc,14.043,14.173,13.343,11.715,10.54,850760,850768,850764,850764,850764,12.763,1266336
tensorflow,tensorflow/core/kernels/mkl/mkl_fused_batch_norm_op.cc,152.202,169.435,171.487,141.441,149.561,1396088,1395572,1395568,1395576,1396088,156.825,2246542.4
tensorflow,external/boringssl/src/ssl/ssl_asn1.cc,16.181,13.692,15.764,17.699,16.866,469412,469404,469744,469412,469408,16.040,1865254.4
tensorflow,tensorflow/core/kernels/ragged_tensor_from_variant_op.cc,199.784,145.685,155.707,201.682,163.142,1448704,1448700,1448708,1448704,1448700,173.200,1918179.2
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/s8x8s32/jit_avx_kernel_b0_gemm_s8u8s32_kern_autogen.cpp,19.204,15.512,18.57,12.143,19.243,444668,444144,444148,444664,444148,16.934,1893057.6
tensorflow,external/mkl_dnn_v1/src/cpu/cpu_pooling_list.cpp,5.645,5.938,5.614,5.995,5.824,446596,446608,446600,446600,446616,5.803,890958.4
tensorflow,tensorflow/compiler/xla/service/cpu/windows_compatibility.cc,0.541,0.544,0.512,0.56,0.546,224284,224284,224284,224284,224284,0.541,670888
tensorflow,external/nasm/output/outaout.c,5.586,5.452,3.431,5.847,4.471,540220,540220,540220,540220,540220,4.957,764504
tensorflow,external/llvm-project/llvm/lib/Transforms/Vectorize/LoopVectorizationLegality.cpp,20.042,23.604,18.155,25.615,26.248,799032,799028,798516,799028,799028,22.733,1339146.4
tensorflow,external/com_github_grpc_grpc/src/core/ext/transport/chttp2/server/secure/server_secure_chttp2.cc,5.706,5.501,5.244,4.038,5.307,474060,474060,474060,474064,474064,5.159,1272988
tensorflow,tensorflow/core/kernels/linalg/einsum_op_impl_double.cc,27.31,21.751,23.241,24.058,30.117,1413580,1413588,1413584,1413592,1413588,25.295,1887648
tensorflow,tensorflow/compiler/xla/service/hlo_opcode.cc,24.506,21.426,27.111,26.379,23.734,742508,742504,742516,742512,742504,24.631,2156095.2
tensorflow,tensorflow/core/kernels/image/mirror_pad_op_cpu_impl_2.cc,13.721,13.822,12.122,15.204,11.738,919376,919364,919384,919384,919380,13.321,1661886.4
tensorflow,external/llvm-project/llvm/lib/Transforms/IPO/InlineSimple.cpp,6.122,5.955,5.243,5.744,6.196,674192,674188,674188,674188,674188,5.852,1593566.4
tensorflow,external/llvm-project/llvm/lib/Target/X86/X86LegalizerInfo.cpp,10.375,11.949,11.073,12.293,9.502,658880,658876,658104,658616,658880,11.038,1332860
tensorflow,external/mkl_dnn_v1/src/cpu/x64/matmul/brgemm_matmul.cpp,21.323,14.582,13.505,19.263,19.8,523336,522312,522824,522812,522812,17.695,1181490.4
tensorflow,tensorflow/core/kernels/quantize_op.cc,60.546,55.111,49.123,55.749,52.507,1561468,1561464,1561460,1561464,1561468,54.607,2084284
tensorflow,external/llvm-project/llvm/lib/DebugInfo/CodeView/ContinuationRecordBuilder.cpp,3.532,2.523,3.106,3.856,3.846,477300,477288,477288,477288,477296,3.373,2038756.8
tensorflow,tensorflow/compiler/tf2xla/kernels/binary_ops.cc,38.279,39.531,36.745,35.158,40.493,1722584,1722576,1722584,1722584,1722580,38.041,2199873.6
tensorflow,tensorflow/core/framework/cpu_allocator_impl.cc,7.07,6.756,7.276,7.073,4.579,524216,524224,524220,524220,524228,6.551,2246803.2
tensorflow,tensorflow/compiler/tf2xla/kernels/categorical_op.cc,31.351,33.037,36.303,36.087,28.418,1711868,1711864,1711932,1712064,1712064,33.039,2236180
tensorflow,external/llvm-project/llvm/lib/CodeGen/GlobalMerge.cpp,11.047,10.848,11.2,10.949,9.013,796516,796524,796524,796528,796528,10.611,2508482.4
tensorflow,tensorflow/core/profiler/utils/kernel_stats_utils.cc,27.645,29.76,27.95,23.408,19.522,1103656,1103660,1103668,1103660,1103652,25.657,1900183.2
tensorflow,external/llvm-project/llvm/lib/IR/PassManager.cpp,13.408,14.687,15.756,14.885,12.668,575388,574880,575400,575136,575392,14.281,1678898.4
tensorflow,tensorflow/compiler/mlir/tensorflow/transforms/bridge.cc,35.618,27.824,30.392,26.109,29.036,1205364,1205488,1205472,1206064,1206008,29.796,1780918.4
tensorflow,external/com_github_grpc_grpc/src/core/lib/iomgr/socket_mutator.cc,1.742,2.766,2.912,2.795,2.824,428288,428288,428292,428288,428288,2.608,1633968
tensorflow,tensorflow/core/grappler/utils/topological_sort.cc,45.091,40.038,47.678,44.021,49.77,1229812,1229812,1229816,1229804,1229812,45.320,1658100
tensorflow,tensorflow/core/framework/reader_base.cc,34.654,29.905,31.314,28.512,21.846,1136784,1136816,1136836,1136792,1136820,29.246,2366620.8
tensorflow,external/com_google_absl/absl/flags/commandlineflag.cc,2.221,2.073,2.202,2.181,2.207,310104,310108,310104,310108,310112,2.177,1446916.8
tensorflow,external/com_github_grpc_grpc/src/core/lib/compression/compression_internal.cc,3.328,3.755,4.159,3.773,3.818,550944,550940,550944,550944,550944,3.767,861050.4
tensorflow,external/llvm-project/llvm/lib/Analysis/InlineCost.cpp,31.347,37.598,37.166,29.784,38.485,841428,841584,840408,840540,840692,34.876,1391873.6
tensorflow,external/icu/icu4c/source/common/uniset_props.cpp,6.982,7.161,7.294,6.308,7.351,459740,459728,459732,459736,459736,7.019,1300664.8
tensorflow,tensorflow/core/platform/cloud/compute_engine_metadata_client.cc,11.259,8.85,14.211,8.459,13.182,561104,561112,561104,561120,561112,11.192,1020844.8
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/s8x8s32/jit_sse41_kernel_b0_gemm_s8u8s32_kern_autogen.cpp,16.827,20.147,15.16,19.631,15.971,441304,441680,441812,441812,441812,17.547,1002794.4
tensorflow,tensorflow/compiler/mlir/tensorflow/transforms/executor_tpuv1_island_coarsening.cc,45.633,50.313,45.042,36.192,39.51,1958164,1958032,1958032,1959060,1958036,43.338,2399948.8
tensorflow,tensorflow/cc/saved_model/reader.cc,34.598,33.039,36.346,25.003,36.785,1097900,1098164,1097904,1097900,1097896,33.154,3056217.6
tensorflow,tensorflow/core/grappler/costs/measuring_cost_estimator.cc,20.384,28.321,27.495,26.944,25.001,1197060,1197056,1197064,1197056,1197060,25.629,2295012
tensorflow,tensorflow/compiler/jit/compilability_check_util.cc,35.316,29.046,23.446,27.233,29.438,1486136,1486108,1486108,1485620,1486136,28.896,2683080.8
tensorflow,external/llvm-project/llvm/lib/Transforms/Utils/LoopUnroll.cpp,15.916,17.17,17.275,17.077,17.63,762328,762320,762320,762328,762576,17.014,2248396
tensorflow,external/com_google_protobuf/src/google/protobuf/compiler/objectivec/objectivec_map_field.cc,3.687,3.805,2.965,3.192,2.581,479168,479172,479168,479164,479172,3.246,1241543.2
tensorflow,tensorflow/core/platform/file_system.cc,19.326,14.371,15.668,12.942,17.058,667744,667744,668252,667740,668248,15.873,1147114.4
tensorflow,external/llvm-project/mlir/lib/Dialect/SCF/Transforms/ParallelLoopFusion.cpp,11.372,8.656,9.345,8.847,11.557,690964,690968,690968,690960,690708,9.955,1358859.2
tensorflow,external/llvm-project/mlir/lib/Conversion/MemRefToLLVM/AllocLikeConversion.cpp,7.859,4.601,6.64,7.275,4.411,730724,730720,730728,730724,730724,6.157,1421637.6
tensorflow,external/llvm-project/llvm/lib/Transforms/Scalar/PlaceSafepoints.cpp,20.14,18.289,14.631,14.455,18.822,869312,869064,869060,869324,869316,17.267,1599939.2
tensorflow,external/mkl_dnn_v1/src/cpu/x64/rnn/brgemm_cell_common_fwd.cpp,44.884,36.285,50.573,44.84,36.024,512540,512544,512544,512544,512544,42.521,1381758.4
tensorflow,tensorflow/core/util/tensor_bundle/naming.cc,3.664,3.325,3.708,4.05,3.743,483060,483060,483060,483060,483060,3.698,995603.2
tensorflow,tensorflow/compiler/mlir/hlo/lib/Dialect/mhlo/IR/lhlo_ops.cc,29.534,33.734,30.622,22.162,32.956,1348752,1348724,1348856,1348836,1348856,29.802,1831864.8
tensorflow,external/llvm-project/llvm/lib/Target/AArch64/AArch64Subtarget.cpp,8.731,9.138,9.431,10.083,9.879,656564,656576,656572,656560,656568,9.452,2005372.8
tensorflow,external/curl/lib/vssh/libssh.c,1.18,1.151,1.179,1.153,1.051,294428,294428,294428,294428,294428,1.143,950996
tensorflow,tensorflow/compiler/xla/service/hlo_execution_profile.cc,40.924,37.151,28.498,37.406,30.865,1395348,1395344,1394324,1395344,1395344,34.969,1689568.8
tensorflow,external/llvm-project/llvm/lib/Demangle/RustDemangle.cpp,34.183,41.455,48.224,44.247,42.545,397548,397316,397164,396720,397124,42.131,1792315.2
tensorflow,tensorflow/compiler/mlir/lite/quantization/quantization_utils.cc,29.407,30.157,26.061,24.549,28.933,820948,820948,820692,820948,820948,27.821,1218071.2
tensorflow,tensorflow/core/data/service/common.cc,22.004,24.089,14.421,20.497,23.028,902232,902300,902232,902304,902284,20.808,1723167.2
tensorflow,tensorflow/python/util/determinism.cc,2.32,3.794,3.763,3.787,3.765,496644,496644,496652,496648,496648,3.486,1398917.6
tensorflow,tensorflow/core/grappler/optimizers/memory_optimizer.cc,68.566,69.226,67.288,57.441,74.917,1585952,1585952,1585924,1585952,1585952,67.488,2082593.6
tensorflow,external/llvm-project/llvm/lib/CodeGen/RegAllocFast.cpp,25.899,25.279,16.667,22.608,23.862,793328,792312,792300,792568,792048,22.863,2378457.6
tensorflow,external/com_github_grpc_grpc/src/core/lib/transport/timeout_encoding.cc,5.207,4.787,5.319,5.414,5.129,449268,449268,449268,449268,449268,5.171,1241779.2
tensorflow,tensorflow/compiler/mlir/lite/flatbuffer_import.cc,62.591,52.578,51,60.336,59.686,2637040,2637140,2637144,2637088,2637184,57.238,3086387.2
tensorflow,tensorflow/python/framework/python_tensor_converter.cc,7.538,8.544,7.399,7.899,5.335,721524,721532,721528,721532,721528,7.343,3358648
tensorflow,tensorflow/core/profiler/internal/tfprof_node_show.cc,21.44,30.96,29.863,26.216,22.686,1199444,1199932,1199960,1199952,1199308,26.233,1921248
tensorflow,external/llvm-project/llvm/lib/MC/MCAsmStreamer.cpp,57.626,47.791,51.449,43.759,46.714,659124,659112,659116,659116,659124,49.468,1858837.6
tensorflow,external/com_googlesource_code_re2/util/rune.cc,2.206,1.286,2.069,2.11,2.085,292672,292672,292672,292672,292672,1.951,951790.4
tensorflow,tensorflow/lite/kernels/segment_sum.cc,4.236,7.648,4.485,6.874,6.932,600192,600008,600016,600784,600016,6.035,892875.2
tensorflow,external/llvm-project/llvm/lib/Support/Error.cpp,51.886,52.102,49.316,47.052,57.744,467368,467364,467376,467368,467376,51.620,1067573.6
tensorflow,external/llvm-project/llvm/lib/CodeGen/LocalStackSlotAllocation.cpp,7.665,9.378,6.849,9.942,9.971,668412,668672,668412,668668,668416,8.761,1135886.4
tensorflow,external/llvm-project/llvm/lib/TextAPI/ArchitectureSet.cpp,2.496,2.448,1.584,2.536,2.535,454656,454656,454660,454660,454664,2.320,1123175.2
tensorflow,external/llvm-project/llvm/lib/CodeGen/LiveRegMatrix.cpp,11.676,9.668,9.461,8.103,11.499,656944,656944,656936,656944,656932,10.081,1111599.2
tensorflow,tensorflow/compiler/mlir/hlo/lib/utils/convert_op_folder.cc,4.062,4.13,3.924,2.532,2.956,499092,499088,499088,499088,499092,3.521,1156029.6
tensorflow,tensorflow/core/kernels/linalg/cholesky_grad.cc,23.953,25.354,31.487,22.438,20.111,1472384,1472384,1472376,1472380,1472372,24.669,1971468.8
tensorflow,tensorflow/compiler/aot/codegen.cc,41.625,45.458,44.509,42.654,49.827,1897448,1897440,1896932,1896936,1897444,44.815,3369619.2
tensorflow,tensorflow/core/util/bcast.cc,7.552,8.668,8.633,8.545,7.544,592920,592920,592932,592920,592928,8.188,2490164
tensorflow,external/llvm-project/llvm/lib/DebugInfo/DWARF/DWARFDie.cpp,24.057,21.421,17.35,18.137,28.42,841900,841892,841888,841388,842668,21.877,1434871.2
tensorflow,external/llvm-project/llvm/lib/Transforms/Instrumentation/SanitizerCoverage.cpp,33.329,27.34,30.816,29.618,26.81,830720,830724,829696,829692,830728,29.583,1672259.2
tensorflow,tensorflow/compiler/mlir/tensorflow/analysis/side_effect_analysis.cc,41.236,37.313,34.77,35.079,41.893,1935848,1935844,1935848,1935844,1935848,38.058,2766158.4
tensorflow,tensorflow/compiler/jit/extract_outside_compilation_pass.cc,58.257,70.051,77.071,76.347,64.31,1398784,1398036,1399548,1398784,1399576,69.207,3334792
tensorflow,tensorflow/compiler/mlir/lite/utils/variables_utils.cc,37.549,32.183,30.445,25.06,35.167,1708236,1708228,1708232,1708236,1708260,32.081,3107184
tensorflow,external/nasm/nasmlib/file.c,1.735,1.357,1.724,1.08,1.725,426956,426956,426956,426956,426956,1.524,2135194.4
tensorflow,external/mkl_dnn_v1/src/cpu/x64/brgemm/brgemm.cpp,10.188,10.106,7.439,8.319,7.716,493840,493848,493852,493844,493844,8.754,920801.6
tensorflow,external/llvm-project/llvm/utils/TableGen/X86DisassemblerTables.cpp,10.346,14.16,13.93,13.598,12.956,515260,515268,515264,515260,515516,12.998,1009159.2
tensorflow,external/llvm-project/llvm/lib/Target/X86/X86EvexToVex.cpp,8.431,11.593,7.532,11.444,8.161,592492,592500,592484,592492,592496,9.432,1107806.4
tensorflow,tensorflow/lite/core/api/op_resolver.cc,4.106,3.968,3.934,4.159,3.029,602384,602372,602384,602372,602376,3.839,1194870.4
tensorflow,external/llvm-project/llvm/lib/TextAPI/TextStub.cpp,52.229,59.525,60.574,52.827,53.969,712984,712972,712976,712968,713228,55.825,1315403.2
tensorflow,external/llvm-project/llvm/lib/Target/TargetLoweringObjectFile.cpp,8.781,11.93,13.388,11.908,11.505,595624,595880,595880,596392,596136,11.502,1309008
tensorflow,tensorflow/lite/toco/graph_transformations/create_im2col_arrays.cc,13.564,15.386,11.452,11.836,10.856,720244,720236,720236,720228,720112,12.619,1316193.6
tensorflow,tensorflow/core/platform/cpu_feature_guard.cc,3.971,3.899,2.488,3.808,3.267,485444,485448,485440,485448,485440,3.487,1205655.2
tensorflow,external/flatbuffers/grpc/src/compiler/java_generator.cc,10.47,12.28,11.96,11.34,11.445,436248,435736,436244,436248,436252,11.499,921589.6
tensorflow,tensorflow/compiler/tf2xla/kernels/matrix_solve_op.cc,32.916,35.877,36.428,24.539,37.74,1706512,1706504,1706492,1706484,1706504,33.500,2142644.8
tensorflow,tensorflow/compiler/xla/service/shaped_buffer.cc,16.672,15.81,14.975,17.028,15.566,859064,859132,859128,859120,859068,16.010,2565601.6
tensorflow,tensorflow/c/tf_datatype.cc,21.534,21.373,14.356,18.834,16.665,669964,669932,669952,669960,669944,18.552,1529052.8
tensorflow,external/llvm-project/mlir/lib/Conversion/GPUCommon/GPUToLLVMConversion.cpp,42.577,48.956,39.745,38.356,41.387,825812,825816,825808,825820,825820,42.204,1495765.6
tensorflow,tensorflow/compiler/mlir/tensorflow/transforms/tpu_rewrite_pass.cc,35.991,49.942,41.203,42.547,43.143,2204124,2204120,2204124,2204120,2203092,42.565,3029731.2
tensorflow,external/nasm/output/outobj.c,30.669,28.749,27.482,32.296,31.005,540524,540524,540524,540524,540524,30.040,2744440
tensorflow,external/com_github_grpc_grpc/src/core/lib/iomgr/wakeup_fd_eventfd.cc,3.818,4.024,2.683,3.998,3.996,448104,448096,448104,448104,448104,3.704,988626.4
tensorflow,bazel-out/k8-opt/bin/tensorflow/core/util/saved_tensor_slice.pb.cc,40.528,43.891,43.01,44.308,37.208,850176,850192,850176,850168,850180,41.789,1298280.8
tensorflow,external/llvm-project/llvm/lib/Target/AArch64/AArch64DeadRegisterDefinitionsPass.cpp,10.907,10.366,7.133,10.169,11.031,647304,647312,648452,647436,647308,9.921,1497740.8
tensorflow,external/mkl_dnn_v1/src/cpu/x64/injectors/jit_uni_binary_injector.cpp,151.446,148.931,163.542,189.512,122.026,559524,559004,559260,559524,559012,155.091,1206827.2
tensorflow,external/llvm-project/llvm/lib/CodeGen/GlobalISel/GISelChangeObserver.cpp,5.051,5.013,4.798,5,4.606,524888,524888,524888,524888,524884,4.894,1084152
tensorflow,tensorflow/compiler/mlir/lite/metrics/error_collector.cc,5.552,4.162,5.731,3.838,5.537,487860,487876,487868,487876,487872,4.964,1012757.6
tensorflow,tensorflow/core/framework/kernel_def_builder.cc,17.763,20.571,17.752,21.568,17.263,955252,955264,955224,955224,955224,18.983,1443108
tensorflow,tensorflow/compiler/mlir/lite/transforms/raise_custom_ops.cc,37.467,36.094,36.647,34.426,40.277,2099628,2099768,2099640,2099636,2100336,36.982,3055039.2
tensorflow,external/gif/openbsd-reallocarray.c,0.819,1.053,1.071,1.069,1.029,292552,292552,292552,292552,292552,1.008,2392353.6
tensorflow,external/com_googlesource_code_re2/re2/tostring.cc,17.996,16.503,17.754,17.014,15.062,449960,449960,449960,449956,449964,16.866,742512
tensorflow,tensorflow/compiler/mlir/hlo/lib/Dialect/mhlo/transforms/lower_general_dot.cc,11.374,11.843,13.166,14.3,15.482,861024,861036,861028,861036,861540,13.233,1311092.8
tensorflow,tensorflow/lite/toco/graph_transformations/identify_lstm_merge_inputs.cc,17.355,17.722,12.619,10.835,12.331,780624,780624,780628,780624,780628,14.172,1641758.4
tensorflow,external/com_google_absl/absl/flags/marshalling.cc,6.456,6.488,6.508,3.898,6.885,464684,464676,464680,464676,464672,6.047,1245303.2
tensorflow,external/llvm-project/llvm/lib/MC/MCNullStreamer.cpp,2.751,3.941,2.507,3.903,3.928,495536,495544,495540,495532,495528,3.406,960213.6
tensorflow,external/libjpeg_turbo/jutils.c,2.8,2.864,2.09,2.801,2.808,427220,427224,427224,427224,427224,2.673,922759.2
tensorflow,external/com_github_grpc_grpc/src/core/ext/upb-generated/src/proto/grpc/gcp/handshaker.upb.c,2.826,2.861,2.893,1.976,2.876,427900,427904,427900,427900,427900,2.686,855124
tensorflow,tensorflow/compiler/xla/service/hlo_evaluator_typed_visitor_complex128.cc,27.454,24.116,23.771,27.425,24.085,1160020,1160020,1160012,1160016,1160012,25.370,1587916.8
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/s8x8s32/jit_avx2_vnni_u8_copy_at_kern_autogen.cpp,17.661,18.196,16.991,15.369,19.24,454728,454728,454208,454720,454704,17.491,1614633.6
tensorflow,external/llvm-project/llvm/lib/Support/X86TargetParser.cpp,33.649,34.557,30.564,31.249,23.115,422428,422300,423632,423760,422432,30.627,877528
tensorflow,external/llvm-project/mlir/lib/TableGen/Successor.cpp,2.121,3.393,2.131,2.097,3.409,476080,476080,476076,476080,476084,2.630,898990.4
tensorflow,external/llvm-project/llvm/lib/ExecutionEngine/JITLink/x86_64.cpp,6.712,6.85,7.033,6.211,5.185,494140,494144,494144,494156,494148,6.398,970226.4
tensorflow,external/curl/lib/vquic/ngtcp2.c,1.164,1.158,0.749,1.139,1.167,294396,294396,294396,294396,294396,1.075,788542.4
tensorflow,external/nasm/common/common.c,1.672,1.045,1.72,1.716,1.715,427788,427788,427788,427788,427788,1.574,722184
tensorflow,external/llvm-project/llvm/lib/Transforms/Utils/StripNonLineTableDebugInfo.cpp,3.33,4.159,5.436,4.166,5.34,545400,545404,545404,545392,545404,4.486,973188.8
tensorflow,tensorflow/core/kernels/cast_op_impl_uint32.cc,86.597,83.784,79.89,87.006,78.52,1399868,1399236,1399852,1399900,1399848,83.159,1945141.6
tensorflow,external/mkl_dnn_v1/src/cpu/jit_utils/linux_perf/linux_perf.cpp,2.47,1.573,2.514,2.519,2.599,457688,457692,457692,457692,457692,2.335,1857432
tensorflow,external/curl/lib/idn_win32.c,1.044,0.865,1.182,1.145,1.164,294344,294344,294344,294344,294344,1.080,752035.2
tensorflow,external/mkl_dnn_v1/src/common/memory.cpp,10.507,11.431,17.565,15.142,17.272,490648,490644,490648,490640,490648,14.383,784989.6
tensorflow,tensorflow/core/kernels/encode_proto_op.cc,34.201,32.912,33.588,38.435,38.335,1342188,1342700,1342188,1343212,1343204,35.494,1833344
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/s8x8s32/jit_avx_u8_copy_sum_bt_kern_autogen.cpp,16.424,12.066,18.252,14.864,17.38,433852,433344,433344,433332,433340,15.797,1776140.8
tensorflow,external/llvm-project/llvm/lib/Transforms/Scalar/NewGVN.cpp,52.397,50.69,50.858,57.562,47.369,839620,839624,840132,839628,840140,51.775,1273271.2
tensorflow,tensorflow/compiler/tf2xla/kernels/data_format_ops.cc,41.339,39.179,42.99,44.838,34.085,1776344,1776344,1776336,1776344,1776332,40.486,2616168.8
tensorflow,tensorflow/lite/toco/graph_transformations/dequantize.cc,17.336,11.336,16.678,11.448,17.803,799084,799088,799084,799080,799076,14.920,2575422.4
tensorflow,bazel-out/k8-opt/bin/tensorflow/core/framework/resource_handle.pb.cc,25.274,17.798,19.474,21.192,21.593,567724,567212,567276,567788,567272,21.066,1366536.8
tensorflow,external/llvm-project/llvm/lib/Transforms/Scalar/Scalarizer.cpp,25.045,30.503,26.94,29.6,24.191,900408,900652,899636,900660,900656,27.256,1467856.8
tensorflow,external/mkl_dnn_v1/src/cpu/ref_prelu.cpp,9.115,12.896,12.086,10.019,10.684,608580,608576,608580,608580,608844,10.960,1509034.4
tensorflow,tensorflow/core/platform/coding.cc,3.792,2.669,3.927,3.684,3.158,482856,482852,482852,482852,482856,3.446,1091485.6
tensorflow,external/llvm-project/llvm/lib/DebugInfo/CodeView/MergingTypeTableBuilder.cpp,7.529,7.049,4.984,7.338,7.057,483308,483308,483308,483308,483312,6.791,966162.4
tensorflow,external/mkl_dnn_v1/src/cpu/cpu_lrn_list.cpp,3.313,4.608,4.51,4.635,3.611,402764,402760,402764,402760,402764,4.135,886071.2
tensorflow,external/com_github_grpc_grpc/src/core/lib/iomgr/endpoint_pair_uv.cc,0.548,0.546,0.555,0.536,0.538,224624,224624,224624,224624,224624,0.545,627386.4
tensorflow,external/nasm/output/codeview.c,4.361,5.155,5.357,5.368,3.388,540328,540328,540328,540328,540328,4.726,764952
tensorflow,tensorflow/compiler/xla/service/gather_expander.cc,32.233,34.262,28.154,29.504,33.145,1168420,1167904,1167896,1167904,1167900,31.460,1708332.8
tensorflow,tensorflow/compiler/xla/service/dynamic_parameter_binding.cc,73.581,73.672,52.496,57.08,52.157,1347056,1347056,1347056,1346536,1347060,61.797,2514957.6
tensorflow,external/flatbuffers/grpc/src/compiler/swift_generator.cc,3.941,5.794,5.106,5.925,3.74,355420,355812,355552,355428,355556,4.901,1702506.4
tensorflow,external/mkl_dnn_v1/src/cpu/x64/lrn/jit_avx512_common_lrn_fwd_nhwc.cpp,16.363,16.375,15.981,20.002,18.177,510108,510356,509844,510352,510360,17.380,865757.6
tensorflow,tensorflow/compiler/tf2xla/frontend_attributes_util.cc,22.82,17.74,20,25.96,20.093,1034436,1034440,1034444,1034436,1034436,21.323,1544642.4
tensorflow,tensorflow/lite/toco/graph_transformations/convert_matrix_diag_v2_or_v3_to_v1.cc,12.539,13.049,7.925,12.907,11.487,719044,719048,719040,719044,719052,11.581,1753484
tensorflow,external/llvm-project/llvm/lib/Support/Process.cpp,18.95,23.161,23.032,16.736,24.593,587944,588964,590244,587368,588388,21.294,1307627.2
tensorflow,external/llvm-project/llvm/lib/Bitcode/Reader/MetadataLoader.cpp,33.749,36.572,43.745,43.927,46.027,816820,816820,816820,816820,816812,40.804,1405400
tensorflow,external/mkl_dnn_v1/src/cpu/x64/jit_uni_x8s8s32x_convolution.cpp,285.547,379.577,281.332,366.896,333.409,740140,740136,740140,740656,740140,329.352,1557060.8
tensorflow,external/com_google_absl/absl/base/internal/sysinfo.cc,4.486,4.493,3.765,4.465,4.616,454200,454208,454204,454204,454212,4.365,1194448
tensorflow,tensorflow/compiler/mlir/lite/transforms/insert_call_once_op.cc,10.909,16.708,10.859,14.651,14.374,736044,736048,736044,736044,736044,13.500,1190250.4
tensorflow,tensorflow/compiler/mlir/hlo/lib/Dialect/mhlo/transforms/lhlo_legalize_to_gpu.cc,14.303,15.111,16.016,16.038,17.474,1001700,1001452,1001456,1001456,1001712,15.788,1737600
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/s8x8s32/jit_sse41_u8_copy_sum_bn_kern_autogen.cpp,12.586,14.991,16.858,17.811,16.347,433156,433164,433676,433156,433680,15.719,1434921.6
tensorflow,tensorflow/compiler/xla/service/hlo_ordering.cc,37.769,39.58,37.747,35.813,29.488,1222360,1221332,1221896,1221328,1221888,36.079,1655127.2
tensorflow,tensorflow/tools/graph_transforms/quantize_nodes.cc,34.861,36.717,33.13,27.763,37.812,1428100,1428104,1428084,1428108,1428108,34.057,2649861.6
tensorflow,external/com_github_grpc_grpc/src/core/lib/channel/channel_stack.cc,4.755,4.615,3.381,4.504,4.58,454848,454856,454852,454852,454848,4.367,1882952
tensorflow,tensorflow/core/util/incremental_barrier.cc,3.894,4.163,3.378,2.374,3.095,484240,484252,484240,484252,484244,3.381,939096.8
tensorflow,external/llvm-project/llvm/lib/Target/AArch64/GISel/AArch64PostLegalizerLowering.cpp,28.419,27.261,37.552,37.884,22.729,772968,772960,772964,772452,772452,30.769,1257004.8
tensorflow,external/llvm-project/llvm/lib/Transforms/Coroutines/CoroEarly.cpp,8.559,11.45,9.247,9.059,12.037,718824,719344,718564,718824,719084,10.070,1491687.2
tensorflow,external/llvm-project/llvm/lib/TextAPI/Target.cpp,3.159,2.8,2.824,3.234,3.377,470680,470684,470676,470680,470688,3.079,1189609.6
